NO_OF_FRAMES	3000
NO_OF_CAMERAS	8
NO_OF_BODIES	1
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-06-28, 17:16:30.991	1829317.80032220
DATA_INCLUDED	6D
BODY_NAMES	Drone
BODY_FILTERS	No filter
TRANSLATION_ORIGIN	Global	
ROTATION_ORIGIN	Global	
Frame	Time	Drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
2447	24.46000	864.25971	-1296.32414	15.34731	-178.41101	1.23384	-109.42736	0.82907	-0.33253	0.94290	0.01899	0.94285	0.33192	0.02952	0.02153	0.02772	-0.99938	
2448	24.47000	864.21611	-1296.33814	15.25676	-178.45079	1.25782	-109.40228	0.86685	-0.33212	0.94306	0.01821	0.94298	0.33152	0.02968	0.02195	0.02703	-0.99939	
2449	24.48000	864.11625	-1296.37657	15.37033	-178.61168	1.25252	-109.33206	0.85191	-0.33096	0.94351	0.01563	0.94339	0.33045	0.02864	0.02186	0.02422	-0.99947	
2450	24.49000	864.13545	-1296.35204	15.49708	-178.58693	1.22050	-109.32310	0.85058	-0.33082	0.94355	0.01623	0.94345	0.33030	0.02825	0.02130	0.02465	-0.99947	
2451	24.50000	864.22087	-1296.36058	15.36239	-178.44679	1.23711	-109.40912	0.83376	-0.33223	0.94302	0.01839	0.94295	0.33164	0.02936	0.02159	0.02710	-0.99940	
2452	24.51000	864.26372	-1296.33597	15.24389	-178.39645	1.27814	-109.42806	0.86558	-0.33254	0.94290	0.01897	0.94283	0.33190	0.03034	0.02231	0.02798	-0.99936	
2453	24.52000	864.14873	-1296.37376	15.33778	-178.56563	1.24127	-109.35861	0.84643	-0.33140	0.94335	0.01644	0.94324	0.33086	0.02873	0.02166	0.02503	-0.99945	
2454	24.53000	864.14516	-1296.36656	15.47733	-178.58835	1.23930	-109.30966	0.83252	-0.33060	0.94363	0.01610	0.94352	0.33007	0.02855	0.02163	0.02463	-0.99946	
2455	24.54000	864.24213	-1296.33870	15.39567	-178.45830	1.22271	-109.39756	0.83996	-0.33205	0.94309	0.01829	0.94302	0.33146	0.02906	0.02134	0.02690	-0.99941	
2456	24.55000	864.27759	-1296.34067	15.22386	-178.43855	1.29438	-109.42290	0.85611	-0.33245	0.94294	0.01819	0.94285	0.33183	0.03036	0.02259	0.02724	-0.99937	
2457	24.56000	864.17934	-1296.35993	15.34841	-178.46889	1.23798	-109.38078	0.85488	-0.33177	0.94319	0.01804	0.94311	0.33118	0.02924	0.02161	0.02671	-0.99941	
2458	24.57000	864.12194	-1296.36184	15.50502	-178.60297	1.25714	-109.33565	0.84586	-0.33102	0.94349	0.01574	0.94337	0.33050	0.02877	0.02194	0.02437	-0.99946	
2459	24.58000	864.22532	-1296.34954	15.38196	-178.53319	1.25410	-109.36906	0.83128	-0.33157	0.94328	0.01689	0.94318	0.33101	0.02913	0.02189	0.02559	-0.99943	
2460	24.59000	864.28814	-1296.32682	15.20687	-178.43491	1.27229	-109.44392	0.82298	-0.33280	0.94282	0.01837	0.94274	0.33219	0.03002	0.02220	0.02731	-0.99938	
2461	24.60000	864.16942	-1296.35119	15.29916	-178.47827	1.20915	-109.38552	0.82214	-0.33185	0.94316	0.01805	0.94310	0.33128	0.02871	0.02110	0.02655	-0.99942	
2462	24.61000	864.01655	-1296.36672	15.46050	-178.62512	1.16185	-109.31767	0.75756	-0.33074	0.94359	0.01594	0.94350	0.33025	0.02707	0.02028	0.02399	-0.99951	
2463	24.62000	864.19312	-1296.35450	15.41222	-178.53307	1.25276	-109.36599	0.82815	-0.33152	0.94330	0.01690	0.94319	0.33096	0.02911	0.02186	0.02559	-0.99943	
2464	24.63000	864.26576	-1296.32403	15.24339	-178.43808	1.25340	-109.42523	0.81942	-0.33250	0.94292	0.01843	0.94285	0.33189	0.02969	0.02187	0.02725	-0.99939	
2465	24.64000	864.21210	-1296.34445	15.25353	-178.45370	1.26314	-109.40068	0.84758	-0.33209	0.94307	0.01813	0.94299	0.33149	0.02975	0.02204	0.02698	-0.99939	
2466	24.65000	864.11819	-1296.35532	15.44493	-178.61890	1.22739	-109.32732	0.84775	-0.33089	0.94354	0.01566	0.94343	0.33038	0.02818	0.02142	0.02410	-0.99948	
2467	24.66000	864.18776	-1296.35016	15.46622	-178.54361	1.23199	-109.34109	0.81870	-0.33111	0.94344	0.01686	0.94335	0.33057	0.02870	0.02150	0.02541	-0.99945	
2468	24.67000	864.26463	-1296.34743	15.28355	-178.41357	1.25694	-109.42123	0.83816	-0.33243	0.94294	0.01882	0.94287	0.33181	0.02989	0.02194	0.02768	-0.99938	
2469	24.68000	864.21907	-1296.34535	15.25008	-178.42719	1.27739	-109.40367	0.86470	-0.33214	0.94305	0.01849	0.94297	0.33152	0.03014	0.02229	0.02744	-0.99937	
2470	24.69000	864.10237	-1296.36636	15.40168	-178.66006	1.23305	-109.33703	0.84895	-0.33105	0.94350	0.01494	0.94337	0.33056	0.02804	0.02152	0.02338	-0.99950	
2471	24.70000	864.16581	-1296.35681	15.50369	-178.61163	1.22441	-109.33067	0.85806	-0.33094	0.94352	0.01579	0.94341	0.33043	0.02818	0.02137	0.02422	-0.99948	
2472	24.71000	864.24018	-1296.34902	15.32080	-178.43391	1.23312	-109.42129	0.82600	-0.33243	0.94294	0.01862	0.94288	0.33183	0.02938	0.02152	0.02732	-0.99939	
2473	24.72000	864.23234	-1296.32095	15.22520	-178.42674	1.29437	-109.40844	0.84873	-0.33222	0.94302	0.01839	0.94293	0.33159	0.03042	0.02259	0.02745	-0.99937	
2474	24.73000	864.14574	-1296.36167	15.39143	-178.54323	1.23718	-109.34840	0.85728	-0.33123	0.94340	0.01684	0.94330	0.33069	0.02879	0.02159	0.02542	-0.99944	
2475	24.74000	864.14470	-1296.37176	15.53752	-178.59091	1.21671	-109.33446	0.82858	-0.33101	0.94349	0.01618	0.94339	0.33049	0.02817	0.02123	0.02459	-0.99947	
2476	24.75000	864.21575	-1296.32229	15.37572	-178.43773	1.22973	-109.39780	0.83647	-0.33205	0.94308	0.01859	0.94302	0.33145	0.02929	0.02146	0.02726	-0.99940	
2477	24.76000	864.24982	-1296.32795	15.22300	-178.40726	1.31187	-109.41425	0.86459	-0.33231	0.94299	0.01861	0.94289	0.33167	0.03082	0.02289	0.02779	-0.99935	
2478	24.77000	864.16846	-1296.36976	15.35352	-178.49731	1.25963	-109.37901	0.85956	-0.33174	0.94321	0.01745	0.94312	0.33116	0.02943	0.02198	0.02622	-0.99941	
2479	24.78000	864.07602	-1296.38367	15.43752	-178.68898	1.14927	-109.32050	0.72496	-0.33079	0.94359	0.01496	0.94349	0.33033	0.02649	0.02006	0.02288	-0.99954	
2480	24.79000	864.22505	-1296.33901	15.33810	-178.51295	1.25063	-109.38930	0.82815	-0.33191	0.94316	0.01724	0.94306	0.33134	0.02920	0.02183	0.02594	-0.99943	
2481	24.80000	864.24860	-1296.32777	15.24094	-178.36003	1.27314	-109.42194	0.85192	-0.33244	0.94292	0.01961	0.94286	0.33179	0.03046	0.02222	0.02861	-0.99934	
2482	24.81000	864.17327	-1296.36015	15.31092	-178.52715	1.25679	-109.37715	0.86057	-0.33171	0.94323	0.01697	0.94313	0.33114	0.02921	0.02193	0.02570	-0.99943	
2483	24.82000	864.14686	-1296.36559	15.44777	-178.64966	1.26899	-109.31056	0.85124	-0.33061	0.94365	0.01492	0.94351	0.33010	0.02869	0.02215	0.02356	-0.99948	
2484	24.83000	864.20495	-1296.35049	15.42419	-178.46100	1.22965	-109.37700	0.84733	-0.33171	0.94321	0.01822	0.94314	0.33112	0.02915	0.02146	0.02685	-0.99941	
2485	24.84000	864.23803	-1296.32320	15.26974	-178.32857	1.28849	-109.43540	0.83573	-0.33266	0.94283	0.02003	0.94278	0.33198	0.03090	0.02249	0.02916	-0.99932	
2486	24.85000	864.18803	-1296.35569	15.31573	-178.48303	1.23126	-109.38463	0.84538	-0.33183	0.94317	0.01784	0.94309	0.33126	0.02905	0.02149	0.02647	-0.99942	
2487	24.86000	864.10624	-1296.38382	15.46008	-178.69331	1.22624	-109.31055	0.85103	-0.33061	0.94366	0.01445	0.94352	0.33014	0.02773	0.02140	0.02280	-0.99951	
2488	24.87000	864.18338	-1296.35086	15.43874	-178.49893	1.20344	-109.37563	0.83505	-0.33169	0.94322	0.01775	0.94316	0.33113	0.02850	0.02100	0.02619	-0.99944	
2489	24.88000	864.25554	-1296.31224	15.26929	-178.35944	1.30989	-109.42808	0.84910	-0.33254	0.94289	0.01940	0.94281	0.33187	0.03107	0.02286	0.02862	-0.99933	
2490	24.89000	864.21940	-1296.35581	15.29463	-178.46223	1.31833	-109.40481	0.88937	-0.33215	0.94306	0.01767	0.94295	0.33154	0.03061	0.02301	0.02683	-0.99938	
2491	24.90000	864.12052	-1296.37267	15.46272	-178.62163	1.24421	-109.31606	0.84583	-0.33070	0.94361	0.01552	0.94349	0.33019	0.02844	0.02171	0.02405	-0.99947	
2492	24.91000	864.18236	-1296.36011	15.44747	-178.58984	1.23177	-109.32270	0.82035	-0.33081	0.94356	0.01611	0.94345	0.33029	0.02842	0.02150	0.02460	-0.99947	
2493	24.92000	864.25540	-1296.33245	15.31920	-178.36530	1.26032	-109.45130	0.81941	-0.33293	0.94275	0.01958	0.94270	0.33228	0.03023	0.02200	0.02852	-0.99935	
2494	24.93000	864.21448	-1296.33013	15.25987	-178.45511	1.26500	-109.39688	0.85201	-0.33203	0.94310	0.01810	0.94301	0.33143	0.02977	0.02208	0.02695	-0.99939	
2495	24.94000	864.12385	-1296.37984	15.43164	-178.66597	1.23290	-109.32065	0.84963	-0.33078	0.94359	0.01485	0.94346	0.33029	0.02800	0.02152	0.02328	-0.99950	
2496	24.95000	864.17459	-1296.37150	15.45641	-178.60622	1.22761	-109.32070	0.82775	-0.33078	0.94357	0.01587	0.94346	0.33027	0.02826	0.02142	0.02432	-0.99947	
2497	24.96000	864.23433	-1296.31213	15.30513	-178.43274	1.28146	-109.42719	0.84059	-0.33253	0.94292	0.01836	0.94283	0.33191	0.03018	0.02236	0.02734	-0.99938	
2498	24.97000	864.25440	-1296.33853	15.27411	-178.36769	1.28959	-109.41803	0.86587	-0.33237	0.94295	0.01939	0.94288	0.33172	0.03069	0.02251	0.02848	-0.99934	
2499	24.98000	864.12450	-1296.38748	15.39801	-178.56697	1.21049	-109.34103	0.84748	-0.33112	0.94344	0.01660	0.94335	0.33059	0.02821	0.02113	0.02500	-0.99946	
2500	24.99000	864.03816	-1296.34792	15.43155	-178.65381	1.08291	-109.31779	0.70940	-0.33075	0.94358	0.01592	0.94353	0.33030	0.02560	0.01890	0.02349	-0.99955	
2501	25.00000	864.22771	-1296.32570	15.38500	-178.39885	1.24748	-109.41978	0.84929	-0.33241	0.94294	0.01912	0.94288	0.33178	0.02981	0.02177	0.02794	-0.99937	
2502	25.01000	864.25956	-1296.33997	15.24145	-178.40689	1.30629	-109.42868	0.85265	-0.33255	0.94290	0.01864	0.94281	0.33191	0.03074	0.02280	0.02779	-0.99935	
2503	25.02000	864.16730	-1296.37161	15.35363	-178.56271	1.21717	-109.35038	0.85450	-0.33127	0.94339	0.01663	0.94330	0.33074	0.02835	0.02124	0.02508	-0.99946	
2504	25.03000	864.04841	-1296.35907	15.44229	-178.67108	1.17086	-109.29769	0.73731	-0.33041	0.94372	0.01514	0.94362	0.32994	0.02695	0.02043	0.02319	-0.99952	
2505	25.04000	864.19928	-1296.32264	15.39215	-178.46425	1.23258	-109.39623	0.80939	-0.33202	0.94310	0.01814	0.94303	0.33144	0.02918	0.02151	0.02679	-0.99941	
2506	25.05000	864.25279	-1296.31337	15.27942	-178.33368	1.28296	-109.42461	0.85937	-0.33248	0.94290	0.01998	0.94284	0.33181	0.03078	0.02239	0.02907	-0.99933	
2507	25.06000	864.16480	-1296.35965	15.34271	-178.54379	1.25998	-109.36975	0.85896	-0.33158	0.94328	0.01668	0.94317	0.33103	0.02917	0.02199	0.02541	-0.99944	
2508	25.07000	864.10006	-1296.37419	15.44751	-178.69975	1.24478	-109.30708	0.83136	-0.33055	0.94368	0.01423	0.94354	0.33008	0.02800	0.02172	0.02269	-0.99951	
2509	25.08000	864.20619	-1296.32247	15.39086	-178.57155	1.23883	-109.35400	0.81574	-0.33133	0.94337	0.01636	0.94327	0.33079	0.02865	0.02162	0.02492	-0.99946	
2510	25.09000	864.28536	-1296.32431	15.29862	-178.31818	1.27277	-109.44373	0.83549	-0.33280	0.94278	0.02028	0.94274	0.33212	0.03071	0.02221	0.02934	-0.99932	
2511	25.10000	864.18783	-1296.37443	15.30798	-178.54280	1.24964	-109.38151	0.85122	-0.33178	0.94321	0.01675	0.94311	0.33123	0.02901	0.02181	0.02542	-0.99944	
2512	25.11000	863.99316	-1296.37578	15.41660	-178.66245	1.15314	-109.28625	0.73324	-0.33022	0.94378	0.01539	0.94369	0.32975	0.02670	0.02012	0.02334	-0.99953	
2513	25.12000	864.18016	-1296.33544	15.42547	-178.56010	1.22614	-109.32301	0.83518	-0.33082	0.94355	0.01663	0.94345	0.33028	0.02850	0.02140	0.02512	-0.99946	
2514	25.13000	864.28500	-1296.32043	15.26371	-178.37437	1.29239	-109.44450	0.83852	-0.33281	0.94280	0.01925	0.94272	0.33216	0.03070	0.02255	0.02836	-0.99934	
2515	25.14000	864.21570	-1296.35574	15.30683	-178.42438	1.25938	-109.40343	0.86700	-0.33214	0.94305	0.01864	0.94297	0.33152	0.02986	0.02198	0.02749	-0.99938	
2516	25.15000	864.10897	-1296.38367	15.43372	-178.71826	1.21972	-109.31861	0.86273	-0.33075	0.94361	0.01407	0.94348	0.33029	0.02748	0.02129	0.02236	-0.99952	
2517	25.16000	864.05728	-1296.34324	15.38830	-178.60786	1.12664	-109.33794	0.73180	-0.33108	0.94346	0.01642	0.94340	0.33059	0.02659	0.01966	0.02429	-0.99951	
2518	25.17000	864.25715	-1296.30938	15.31463	-178.33784	1.26894	-109.44011	0.81016	-0.33274	0.94281	0.01999	0.94276	0.33208	0.03053	0.02215	0.02900	-0.99933	
2519	25.18000	864.24160	-1296.33125	15.26054	-178.43216	1.27741	-109.40314	0.85425	-0.33213	0.94305	0.01840	0.94297	0.33151	0.03011	0.02229	0.02735	-0.99938	
2520	25.19000	864.11530	-1296.38582	15.40249	-178.62276	1.25218	-109.33587	0.84330	-0.33103	0.94350	0.01545	0.94337	0.33051	0.02857	0.02185	0.02403	-0.99947	
2521	25.20000	864.14628	-1296.36373	15.47615	-178.59184	1.22350	-109.32664	0.82838	-0.33088	0.94354	0.01613	0.94343	0.33036	0.02828	0.02135	0.02457	-0.99947	
2522	25.21000	864.22274	-1296.33595	15.34883	-178.38507	1.24788	-109.42506	0.82890	-0.33249	0.94291	0.01934	0.94285	0.33186	0.02990	0.02178	0.02818	-0.99937	
2523	25.22000	864.23254	-1296.32427	15.29700	-178.34558	1.26643	-109.42808	0.85832	-0.33254	0.94288	0.01988	0.94283	0.33188	0.03044	0.02210	0.02886	-0.99934	
2524	25.23000	864.12598	-1296.39099	15.39583	-178.59314	1.19923	-109.33476	0.85251	-0.33101	0.94349	0.01624	0.94339	0.33050	0.02787	0.02093	0.02455	-0.99948	
2525	25.24000	864.14408	-1296.38210	15.46869	-178.62025	1.19763	-109.31763	0.83469	-0.33073	0.94359	0.01581	0.94349	0.33023	0.02768	0.02090	0.02407	-0.99949	
2526	25.25000	864.22144	-1296.31912	15.35021	-178.42360	1.24822	-109.41402	0.83502	-0.33231	0.94298	0.01871	0.94292	0.33170	0.02968	0.02178	0.02750	-0.99938	
2527	25.26000	864.25133	-1296.33291	15.26128	-178.36797	1.28129	-109.41752	0.86110	-0.33237	0.94295	0.01943	0.94289	0.33171	0.03055	0.02236	0.02847	-0.99934	
2528	25.27000	864.17445	-1296.36727	15.25017	-178.72360	1.29020	-109.32316	0.85100	-0.33081	0.94360	0.01357	0.94343	0.33034	0.02861	0.02252	0.02227	-0.99950	
2529	25.28000	864.04077	-1296.38294	15.41386	-178.69594	1.12426	-109.29388	0.71070	-0.33035	0.94374	0.01500	0.94365	0.32991	0.02603	0.01962	0.02275	-0.99955	
2530	25.29000	864.22526	-1296.34124	15.41812	-178.45277	1.23863	-109.39434	0.83384	-0.33199	0.94311	0.01829	0.94304	0.33140	0.02935	0.02162	0.02699	-0.99940	
2531	25.30000	864.25895	-1296.32362	15.24721	-178.41122	1.30922	-109.42053	0.86502	-0.33241	0.94295	0.01855	0.94286	0.33177	0.03076	0.02285	0.02772	-0.99935	
2532	25.31000	864.15245	-1296.37019	15.31262	-178.55009	1.25264	-109.36934	0.85825	-0.33158	0.94328	0.01662	0.94317	0.33103	0.02901	0.02186	0.02530	-0.99944	
2533	25.32000	864.02559	-1296.36455	15.41160	-178.75975	1.10816	-109.29844	0.71760	-0.33043	0.94373	0.01404	0.94363	0.33002	0.02540	0.01934	0.02164	-0.99958	
2534	25.33000	864.22358	-1296.33381	15.43882	-178.47818	1.24640	-109.38982	0.84334	-0.33191	0.94314	0.01783	0.94306	0.33133	0.02933	0.02175	0.02655	-0.99941	
2535	25.34000	864.26323	-1296.31320	15.28568	-178.30421	1.27216	-109.43590	0.82935	-0.33267	0.94282	0.02052	0.94278	0.33199	0.03077	0.02220	0.02959	-0.99932	
2536	25.35000	864.16217	-1296.36098	15.34368	-178.49144	1.23054	-109.35311	0.84914	-0.33131	0.94335	0.01772	0.94328	0.33074	0.02898	0.02148	0.02632	-0.99942	
2537	25.36000	864.03747	-1296.38974	15.39766	-178.76486	1.13789	-109.28884	0.72174	-0.33027	0.94379	0.01379	0.94368	0.32985	0.02586	0.01986	0.02155	-0.99957	
2538	25.37000	864.20311	-1296.33616	15.45842	-178.45927	1.25304	-109.37367	0.81421	-0.33165	0.94323	0.01811	0.94315	0.33105	0.02954	0.02187	0.02688	-0.99940	
2539	25.38000	864.23422	-1296.31487	15.30396	-178.30069	1.27538	-109.44119	0.84115	-0.33276	0.94279	0.02056	0.94275	0.33207	0.03085	0.02226	0.02965	-0.99931	
2540	25.39000	864.19751	-1296.35798	15.29352	-178.45663	1.29118	-109.39772	0.86495	-0.33204	0.94310	0.01792	0.94300	0.33143	0.03019	0.02253	0.02693	-0.99938	
2541	25.40000	864.01228	-1296.40955	15.38107	-178.72450	1.16789	-109.28815	0.73113	-0.33025	0.94379	0.01428	0.94367	0.32981	0.02659	0.02038	0.02226	-0.99954	
2542	25.41000	864.18467	-1296.35353	15.48819	-178.52245	1.21622	-109.35886	0.81374	-0.33141	0.94333	0.01729	0.94325	0.33086	0.02857	0.02123	0.02578	-0.99944	
2543	25.42000	864.27815	-1296.30495	15.35188	-178.33582	1.26010	-109.43614	0.83599	-0.33268	0.94283	0.02007	0.94278	0.33201	0.03039	0.02199	0.02903	-0.99934	
2544	25.43000	864.22974	-1296.34877	15.27174	-178.44403	1.29038	-109.42194	0.86184	-0.33244	0.94295	0.01812	0.94286	0.33182	0.03026	0.02252	0.02715	-0.99938	
2545	25.44000	864.10240	-1296.38441	15.41680	-178.65491	1.25141	-109.30499	0.83776	-0.33052	0.94368	0.01494	0.94355	0.33002	0.02837	0.02184	0.02347	-0.99949	
2546	25.45000	864.04943	-1296.36246	15.43583	-178.61232	1.11165	-109.33440	0.72880	-0.33102	0.94348	0.01643	0.94342	0.33054	0.02632	0.01940	0.02421	-0.99952	
2547	25.46000	864.22954	-1296.31074	15.37014	-178.33875	1.27771	-109.43102	0.82834	-0.33259	0.94286	0.01992	0.94281	0.33192	0.03066	0.02230	0.02898	-0.99933	
2548	25.47000	864.23909	-1296.34833	15.26759	-178.39754	1.24299	-109.41454	0.84418	-0.33232	0.94297	0.01917	0.94292	0.33170	0.02975	0.02169	0.02796	-0.99937	
2549	25.48000	864.12407	-1296.39012	15.37054	-178.64465	1.22089	-109.32593	0.83519	-0.33087	0.94355	0.01527	0.94344	0.33037	0.02793	0.02131	0.02365	-0.99949	
2550	25.49000	864.04721	-1296.34897	15.41319	-178.70721	1.12217	-109.31512	0.71723	-0.33070	0.94362	0.01482	0.94353	0.33026	0.02594	0.01958	0.02256	-0.99955	
2551	25.50000	864.21180	-1296.30884	15.41377	-178.41034	1.22140	-109.41554	0.81972	-0.33234	0.94297	0.01908	0.94292	0.33173	0.02932	0.02132	0.02774	-0.99939	
2552	25.51000	864.27994	-1296.32885	15.26182	-178.36850	1.30336	-109.44125	0.85869	-0.33275	0.94282	0.01928	0.94274	0.33209	0.03092	0.02275	0.02846	-0.99934	
2553	25.52000	864.15305	-1296.37953	15.33389	-178.61089	1.22363	-109.36943	0.84509	-0.33158	0.94329	0.01579	0.94318	0.33107	0.02818	0.02135	0.02424	-0.99948	
2554	25.53000	864.01177	-1296.37550	15.42155	-178.79761	1.11053	-109.28235	0.73840	-0.33016	0.94383	0.01341	0.94373	0.32977	0.02522	0.01938	0.02098	-0.99959	
2555	25.54000	864.17517	-1296.31513	15.42671	-178.33876	1.24279	-109.39679	0.81664	-0.33203	0.94305	0.02014	0.94302	0.33138	0.03008	0.02169	0.02898	-0.99934	
2556	25.55000	864.27726	-1296.33102	15.29028	-178.26714	1.29482	-109.44714	0.84651	-0.33285	0.94275	0.02099	0.94271	0.33214	0.03137	0.02260	0.03023	-0.99929	
2557	25.56000	864.17387	-1296.37394	15.25322	-178.76366	1.28593	-109.30348	0.85619	-0.33049	0.94372	0.01295	0.94354	0.33004	0.02831	0.02244	0.02157	-0.99952	
2558	25.57000	864.01194	-1296.38483	15.44008	-178.66428	1.10549	-109.28737	0.74317	-0.33024	0.94377	0.01563	0.94370	0.32979	0.02591	0.01929	0.02331	-0.99954	
2559	25.58000	864.16260	-1296.33231	15.47674	-178.46835	1.22869	-109.38293	0.82758	-0.33180	0.94317	0.01810	0.94310	0.33122	0.02909	0.02144	0.02672	-0.99941	
2560	25.59000	864.25757	-1296.29958	15.25729	-178.42949	1.31607	-109.43584	0.85078	-0.33266	0.94287	0.01821	0.94277	0.33203	0.03077	0.02297	0.02740	-0.99936	
2561	25.60000	864.16723	-1296.36015	15.27656	-178.60258	1.20273	-109.36366	0.83929	-0.33149	0.94332	0.01605	0.94323	0.33098	0.02788	0.02099	0.02438	-0.99948	
2562	25.61000	863.99621	-1296.39290	15.40631	-178.72864	1.13343	-109.29792	0.72377	-0.33042	0.94373	0.01441	0.94363	0.32998	0.02600	0.01978	0.02218	-0.99956	
2563	25.62000	864.06981	-1296.32291	15.42309	-178.56195	1.11676	-109.36607	0.72445	-0.33154	0.94328	0.01722	0.94324	0.33104	0.02670	0.01949	0.02509	-0.99950	
2564	25.63000	864.23185	-1296.29733	15.29672	-178.44650	1.27327	-109.44234	0.83235	-0.33278	0.94283	0.01817	0.94274	0.33217	0.02997	0.02222	0.02710	-0.99939	
2565	25.64000	864.17579	-1296.35739	15.26933	-178.53047	1.23083	-109.38823	0.85573	-0.33189	0.94316	0.01706	0.94307	0.33134	0.02877	0.02148	0.02564	-0.99944	
2566	25.65000	863.99484	-1296.38855	15.38609	-178.76981	1.13933	-109.28742	0.73969	-0.33024	0.94380	0.01370	0.94369	0.32983	0.02585	0.01988	0.02147	-0.99957	
2567	25.66000	864.12691	-1296.34850	15.52718	-178.52805	1.22866	-109.34554	0.81281	-0.33119	0.94341	0.01714	0.94332	0.33064	0.02873	0.02144	0.02568	-0.99944	
2568	25.67000	864.20412	-1296.31663	15.35016	-178.39172	1.26963	-109.42850	0.83128	-0.33255	0.94289	0.01910	0.94283	0.33191	0.03022	0.02216	0.02806	-0.99936	
2569	25.68000	864.22667	-1296.35089	15.28282	-178.44963	1.24867	-109.40923	0.85750	-0.33223	0.94302	0.01828	0.94295	0.33164	0.02954	0.02179	0.02705	-0.99940	
2570	25.69000	864.00032	-1296.40171	15.35632	-178.73306	1.16277	-109.30443	0.72909	-0.33052	0.94369	0.01416	0.94358	0.33008	0.02646	0.02029	0.02211	-0.99955	
2571	25.70000	864.12113	-1296.35517	15.47774	-178.63127	1.23206	-109.32615	0.85155	-0.33087	0.94355	0.01543	0.94343	0.33037	0.02819	0.02150	0.02388	-0.99948	
2572	25.71000	864.21298	-1296.30675	15.38624	-178.36380	1.26182	-109.42999	0.83941	-0.33257	0.94287	0.01960	0.94282	0.33193	0.03026	0.02202	0.02855	-0.99935	
2573	25.72000	864.24106	-1296.34468	15.25767	-178.45026	1.27196	-109.42893	0.84345	-0.33256	0.94291	0.01812	0.94282	0.33195	0.02992	0.02220	0.02704	-0.99939	
2574	25.73000	864.13993	-1296.37521	15.37155	-178.65971	1.20279	-109.33118	0.82885	-0.33096	0.94353	0.01512	0.94341	0.33047	0.02755	0.02099	0.02339	-0.99951	
2575	25.74000	864.02637	-1296.35313	15.42576	-178.65970	1.10838	-109.31316	0.73381	-0.33067	0.94362	0.01568	0.94355	0.33021	0.02599	0.01934	0.02339	-0.99954	
2576	25.75000	864.21432	-1296.31062	15.40719	-178.40260	1.29417	-109.40541	0.84566	-0.33217	0.94303	0.01879	0.94295	0.33153	0.03056	0.02259	0.02787	-0.99936	
2577	25.76000	864.24905	-1296.34601	15.27643	-178.38980	1.26656	-109.42232	0.86317	-0.33245	0.94293	0.01915	0.94286	0.33181	0.03018	0.02210	0.02809	-0.99936	
2578	25.77000	864.14862	-1296.38577	15.32265	-178.56403	1.22269	-109.34070	0.83762	-0.33111	0.94345	0.01658	0.94335	0.33058	0.02843	0.02134	0.02505	-0.99946	
2579	25.78000	864.01751	-1296.35309	15.41484	-178.69202	1.13118	-109.30379	0.73732	-0.33051	0.94368	0.01502	0.94360	0.33007	0.02617	0.01974	0.02282	-0.99954	
2580	25.79000	864.20214	-1296.32379	15.42941	-178.45030	1.26610	-109.38436	0.82923	-0.33182	0.94317	0.01818	0.94308	0.33122	0.02981	0.02210	0.02704	-0.99939	
2581	25.80000	864.25822	-1296.33260	15.29503	-178.35959	1.30342	-109.45119	0.84727	-0.33292	0.94276	0.01942	0.94268	0.33225	0.03097	0.02275	0.02862	-0.99933	
2582	25.81000	864.18887	-1296.37486	15.22200	-178.69302	1.28146	-109.32522	0.83005	-0.33085	0.94358	0.01413	0.94342	0.33036	0.02865	0.02236	0.02280	-0.99949	
2583	25.82000	864.11639	-1296.37146	15.44950	-178.65877	1.27698	-109.30953	0.82845	-0.33059	0.94366	0.01472	0.94351	0.33009	0.02877	0.02229	0.02340	-0.99948	
2584	25.83000	864.17713	-1296.33957	15.46267	-178.49991	1.23184	-109.35963	0.82986	-0.33142	0.94332	0.01757	0.94324	0.33085	0.02895	0.02150	0.02617	-0.99943	
2585	25.84000	864.23226	-1296.32041	15.30340	-178.40074	1.27740	-109.43899	0.83864	-0.33272	0.94284	0.01890	0.94276	0.33209	0.03030	0.02229	0.02790	-0.99936	
2586	25.85000	864.18214	-1296.38408	15.33503	-178.49174	1.22395	-109.37360	0.83805	-0.33165	0.94324	0.01775	0.94316	0.33108	0.02888	0.02136	0.02632	-0.99943	
2587	25.86000	864.01428	-1296.36709	15.39100	-178.72670	1.12880	-109.29343	0.73817	-0.33034	0.94375	0.01447	0.94366	0.32991	0.02593	0.01970	0.02222	-0.99956	
2588	25.87000	864.17271	-1296.33486	15.49104	-178.49864	1.21793	-109.34750	0.80832	-0.33122	0.94339	0.01768	0.94331	0.33066	0.02873	0.02126	0.02619	-0.99943	
2589	25.88000	864.23305	-1296.32505	15.33118	-178.36163	1.26802	-109.44308	0.82900	-0.33279	0.94280	0.01960	0.94274	0.33214	0.03038	0.02213	0.02858	-0.99935	
2590	25.89000	864.18607	-1296.35285	15.27978	-178.49817	1.24969	-109.40331	0.85137	-0.33214	0.94307	0.01748	0.94298	0.33156	0.02927	0.02181	0.02620	-0.99942	
