NO_OF_FRAMES	3000
NO_OF_CAMERAS	8
NO_OF_BODIES	1
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-06-28, 17:16:30.991	1829317.80032220
DATA_INCLUDED	6D
BODY_NAMES	Drone
BODY_FILTERS	No filter
TRANSLATION_ORIGIN	Global	
ROTATION_ORIGIN	Global	
Frame	Time	Drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
796	7.95000	1142.07670	403.46141	604.80859	-179.52202	2.02127	-88.16579	0.35830	0.03199	0.99944	0.00947	0.99887	-0.03230	0.03498	0.03527	0.00834	-0.99934	
797	7.96000	1142.55770	406.76941	606.26628	-179.40660	2.03415	-88.03873	0.52520	0.03420	0.99935	0.01157	0.99878	-0.03459	0.03512	0.03550	0.01035	-0.99932	
798	7.97000	1142.93140	410.23693	607.66190	-179.38019	1.95314	-88.15298	0.31813	0.03221	0.99941	0.01191	0.99890	-0.03260	0.03371	0.03408	0.01081	-0.99936	
799	7.98000	1143.44497	413.56028	608.93371	-179.68826	1.83775	-88.14674	0.35255	0.03232	0.99946	0.00648	0.99896	-0.03251	0.03188	0.03207	0.00544	-0.99947	
800	7.99000	1143.84090	416.96688	610.22304	-179.60448	1.78988	-88.08613	0.33610	0.03338	0.99941	0.00794	0.99895	-0.03361	0.03099	0.03123	0.00690	-0.99949	
801	8.00000	1144.30682	420.33699	611.53252	-179.49248	2.03327	-88.13102	0.32743	0.03259	0.99942	0.01001	0.99884	-0.03293	0.03517	0.03548	0.00885	-0.99933	
802	8.01000	1144.74341	423.70698	612.91061	-179.37961	2.05183	-88.03087	0.31003	0.03434	0.99934	0.01205	0.99877	-0.03475	0.03541	0.03580	0.01082	-0.99930	
803	8.02000	1145.19530	427.05637	614.32584	-179.66681	1.84806	-88.04305	0.31413	0.03413	0.99939	0.00691	0.99890	-0.03434	0.03203	0.03225	0.00581	-0.99946	
804	8.03000	1145.56830	430.49334	615.59953	-179.55495	2.01423	-88.08880	0.31817	0.03333	0.99940	0.00894	0.99883	-0.03362	0.03487	0.03515	0.00776	-0.99935	
805	8.04000	1146.01403	433.88325	616.89487	-179.33026	2.15293	-88.03790	0.38618	0.03421	0.99933	0.01297	0.99871	-0.03467	0.03714	0.03757	0.01168	-0.99923	
806	8.05000	1146.39267	437.18851	618.27704	-179.56615	2.15242	-87.97830	0.39488	0.03525	0.99934	0.00889	0.99867	-0.03556	0.03727	0.03756	0.00757	-0.99927	
807	8.06000	1146.72799	440.53138	619.75128	-179.31703	2.23017	-88.10242	0.33844	0.03309	0.99937	0.01320	0.99869	-0.03357	0.03850	0.03891	0.01191	-0.99917	
808	8.07000	1147.11418	443.88087	621.12132	-179.39922	2.19991	-88.03033	0.45810	0.03435	0.99934	0.01180	0.99867	-0.03477	0.03800	0.03839	0.01048	-0.99921	
809	8.08000	1147.36274	447.25792	622.49187	-179.47348	2.07960	-87.94386	0.37737	0.03586	0.99930	0.01049	0.99870	-0.03621	0.03593	0.03629	0.00918	-0.99930	
810	8.09000	1147.66729	450.57683	623.93722	-179.41740	2.26657	-87.89615	0.47677	0.03668	0.99926	0.01161	0.99854	-0.03711	0.03915	0.03955	0.01016	-0.99917	
811	8.10000	1147.90990	454.00485	625.31105	-179.38499	2.05197	-88.02463	0.30886	0.03445	0.99933	0.01196	0.99876	-0.03485	0.03541	0.03581	0.01073	-0.99930	
812	8.11000	1148.21676	457.37711	626.77514	-179.43767	2.04968	-87.96796	0.43355	0.03544	0.99931	0.01108	0.99873	-0.03581	0.03539	0.03577	0.00981	-0.99931	
813	8.12000	1148.51255	460.68171	628.00602	-179.62379	2.10311	-87.87082	0.37509	0.03713	0.99928	0.00792	0.99864	-0.03739	0.03643	0.03670	0.00656	-0.99930	
814	8.13000	1148.73407	464.07098	629.51302	-179.35214	2.31569	-87.87607	0.38308	0.03703	0.99923	0.01280	0.99850	-0.03752	0.03996	0.04041	0.01130	-0.99912	
815	8.14000	1148.99381	467.49612	631.02527	-179.39073	2.29602	-87.90787	0.44331	0.03648	0.99926	0.01209	0.99853	-0.03693	0.03965	0.04006	0.01063	-0.99914	
816	8.15000	1149.14364	470.84997	632.32819	-179.56158	2.06677	-87.80873	0.44695	0.03821	0.99923	0.00903	0.99862	-0.03851	0.03574	0.03606	0.00765	-0.99932	
817	8.16000	1149.40641	474.27366	633.76960	-179.29608	2.32431	-87.87393	0.49093	0.03707	0.99922	0.01378	0.99849	-0.03759	0.04007	0.04056	0.01228	-0.99910	
818	8.17000	1149.50041	477.67987	635.28956	-179.39050	2.30407	-87.81998	0.49649	0.03801	0.99920	0.01216	0.99847	-0.03846	0.03977	0.04020	0.01063	-0.99914	
819	8.18000	1149.70039	480.93399	636.72983	-179.59680	2.22475	-87.70612	0.46242	0.03999	0.99916	0.00859	0.99845	-0.04030	0.03851	0.03882	0.00703	-0.99922	
820	8.19000	1149.87555	484.29758	638.16254	-179.68121	2.24993	-87.70462	0.47599	0.04002	0.99917	0.00713	0.99843	-0.04027	0.03900	0.03926	0.00556	-0.99921	
821	8.20000	1149.86276	487.80227	639.69205	-179.60435	2.22497	-87.68701	0.42680	0.04033	0.99915	0.00847	0.99843	-0.04063	0.03851	0.03882	0.00690	-0.99922	
822	8.21000	1150.12528	491.17885	641.04301	-179.49706	2.48136	-87.67832	0.52396	0.04047	0.99913	0.01052	0.99824	-0.04089	0.04290	0.04329	0.00877	-0.99902	
823	8.22000	1150.16056	494.57979	642.50257	-179.44478	2.47683	-87.63994	0.51790	0.04114	0.99909	0.01146	0.99822	-0.04160	0.04278	0.04322	0.00968	-0.99902	
824	8.23000	1150.28160	497.90714	644.05620	-179.61021	2.39726	-87.69172	0.44860	0.04024	0.99915	0.00848	0.99831	-0.04056	0.04152	0.04183	0.00680	-0.99910	
825	8.24000	1150.25412	501.36607	645.43991	-179.59045	2.33076	-87.61407	0.45833	0.04160	0.99910	0.00883	0.99831	-0.04192	0.04033	0.04067	0.00714	-0.99915	
826	8.25000	1150.22588	504.81406	646.88431	-179.61526	2.23363	-87.68414	0.30448	0.04038	0.99915	0.00828	0.99842	-0.04067	0.03867	0.03897	0.00671	-0.99922	
827	8.26000	1150.30494	508.09599	648.41694	-179.53601	2.42483	-87.59117	0.47609	0.04199	0.99907	0.00987	0.99822	-0.04237	0.04193	0.04231	0.00809	-0.99907	
828	8.27000	1150.25716	511.60053	649.95504	-179.66963	2.25446	-87.64098	0.38864	0.04113	0.99913	0.00738	0.99838	-0.04139	0.03907	0.03934	0.00576	-0.99921	
829	8.28000	1150.26594	515.05504	651.33038	-179.69855	2.25506	-87.68507	0.35892	0.04036	0.99916	0.00685	0.99841	-0.04060	0.03910	0.03935	0.00526	-0.99921	
830	8.29000	1150.18372	518.44922	652.87821	-179.65242	2.30954	-87.71806	0.33358	0.03978	0.99918	0.00767	0.99840	-0.04006	0.04002	0.04030	0.00606	-0.99917	
831	8.30000	1150.18688	521.80945	654.23641	-179.58191	2.39304	-87.69192	0.37033	0.04024	0.99915	0.00897	0.99832	-0.04058	0.04143	0.04175	0.00729	-0.99910	
832	8.31000	1150.14765	525.23061	655.85911	-179.53305	2.42602	-87.65656	0.42406	0.04085	0.99912	0.00987	0.99827	-0.04123	0.04196	0.04233	0.00814	-0.99907	
833	8.32000	1149.94675	528.63530	657.25671	-179.61111	2.47039	-87.65597	0.34133	0.04086	0.99913	0.00854	0.99823	-0.04119	0.04279	0.04310	0.00678	-0.99905	
834	8.33000	1149.81669	532.04532	658.65497	-179.79010	2.54336	-87.49955	0.41560	0.04358	0.99903	0.00560	0.99806	-0.04379	0.04417	0.04438	0.00366	-0.99901	
835	8.34000	1149.76101	535.47578	660.23619	-179.57233	2.61849	-87.52501	0.47921	0.04314	0.99902	0.00943	0.99802	-0.04352	0.04532	0.04569	0.00746	-0.99893	
836	8.35000	1149.55193	538.92603	661.70738	-179.52141	2.70020	-87.55421	0.42358	0.04263	0.99904	0.01036	0.99798	-0.04307	0.04671	0.04711	0.00834	-0.99885	
837	8.36000	1149.39231	542.36174	663.19695	-179.71303	2.71983	-87.54265	0.38638	0.04283	0.99906	0.00704	0.99795	-0.04311	0.04719	0.04745	0.00500	-0.99886	
838	8.37000	1149.22102	545.69371	664.73264	-179.60921	2.71316	-87.53320	0.51874	0.04299	0.99904	0.00885	0.99795	-0.04336	0.04700	0.04734	0.00681	-0.99886	
839	8.38000	1149.01911	549.18283	666.19783	-179.48503	3.00692	-87.62035	0.50872	0.04146	0.99908	0.01116	0.99776	-0.04199	0.05204	0.05246	0.00898	-0.99858	
840	8.39000	1148.74079	552.69635	667.68411	-179.76840	2.72095	-87.48882	0.43418	0.04376	0.99902	0.00612	0.99791	-0.04401	0.04725	0.04747	0.00404	-0.99886	
841	8.40000	1148.40139	556.09007	669.24784	-179.66240	2.76748	-87.57372	0.47767	0.04228	0.99907	0.00793	0.99794	-0.04262	0.04799	0.04828	0.00589	-0.99882	
842	8.41000	1148.04537	559.51893	670.72902	-179.71495	2.74896	-87.54801	0.50429	0.04273	0.99906	0.00702	0.99793	-0.04302	0.04770	0.04796	0.00497	-0.99884	
843	8.42000	1147.78024	563.05644	672.17988	-179.72719	2.77020	-87.62743	0.44506	0.04135	0.99912	0.00676	0.99798	-0.04163	0.04809	0.04833	0.00476	-0.99882	
844	8.43000	1147.39314	566.47621	673.76280	-179.64043	2.71441	-87.61232	0.42858	0.04161	0.99910	0.00824	0.99801	-0.04196	0.04705	0.04736	0.00627	-0.99886	
845	8.44000	1147.08969	569.92261	675.29810	-179.69383	2.80196	-87.61757	0.49560	0.04152	0.99911	0.00737	0.99794	-0.04183	0.04862	0.04888	0.00534	-0.99879	
846	8.45000	1146.68969	573.45312	676.62717	-179.64705	2.83479	-87.53876	0.52204	0.04289	0.99905	0.00828	0.99785	-0.04325	0.04915	0.04946	0.00615	-0.99876	
847	8.46000	1146.22178	576.91704	678.23272	-179.49939	2.81533	-87.67197	0.45324	0.04057	0.99912	0.01072	0.99797	-0.04105	0.04872	0.04912	0.00873	-0.99875	
848	8.47000	1145.74348	580.42705	679.80571	-179.48529	2.82530	-87.65398	0.45384	0.04088	0.99910	0.01099	0.99795	-0.04138	0.04888	0.04929	0.00897	-0.99874	
849	8.48000	1145.28747	583.80837	681.39060	-179.79631	2.78366	-87.57640	0.52252	0.04224	0.99909	0.00561	0.99793	-0.04246	0.04837	0.04856	0.00355	-0.99881	
850	8.49000	1144.70563	587.26066	682.74980	-179.63225	2.98345	-87.69484	0.41598	0.04017	0.99916	0.00851	0.99784	-0.04055	0.05175	0.05205	0.00641	-0.99862	
851	8.50000	1144.03414	590.83217	684.32497	-179.81602	2.64814	-87.66328	0.34116	0.04073	0.99916	0.00509	0.99810	-0.04092	0.04603	0.04620	0.00321	-0.99893	
852	8.51000	1143.57485	594.35499	685.82957	-179.79836	2.80408	-87.74496	0.30097	0.03930	0.99921	0.00544	0.99803	-0.03952	0.04874	0.04892	0.00352	-0.99880	
853	8.52000	1143.12079	597.74676	687.36284	-179.74873	2.83816	-87.72710	0.47565	0.03961	0.99920	0.00635	0.99799	-0.03988	0.04930	0.04951	0.00438	-0.99876	
854	8.53000	1142.37899	601.41001	688.85242	-179.76936	2.70412	-87.79404	0.40253	0.03845	0.99924	0.00584	0.99815	-0.03868	0.04699	0.04718	0.00402	-0.99888	
855	8.54000	1141.83564	604.83337	690.28413	-179.74884	2.85565	-87.79639	0.32785	0.03840	0.99924	0.00630	0.99802	-0.03867	0.04961	0.04982	0.00438	-0.99875	
856	8.55000	1141.20729	608.43682	691.80364	-179.69981	2.94396	-87.79668	0.38091	0.03840	0.99924	0.00721	0.99794	-0.03871	0.05112	0.05136	0.00523	-0.99867	
857	8.56000	1140.48692	612.00192	693.46648	-179.59520	2.91922	-87.85137	0.40205	0.03744	0.99926	0.00897	0.99800	-0.03785	0.05063	0.05093	0.00706	-0.99868	
858	8.57000	1139.73616	615.43283	694.79072	-179.57845	3.00374	-87.82876	0.33969	0.03783	0.99924	0.00934	0.99791	-0.03827	0.05208	0.05240	0.00735	-0.99860	
859	8.58000	1138.99703	618.97278	696.31346	-179.85529	2.77569	-87.83443	0.31250	0.03774	0.99928	0.00435	0.99811	-0.03791	0.04830	0.04843	0.00252	-0.99882	
860	8.59000	1138.26963	622.52328	697.96487	-179.60017	2.84883	-87.86687	0.38604	0.03718	0.99927	0.00882	0.99807	-0.03757	0.04941	0.04970	0.00697	-0.99874	
861	8.60000	1137.49147	626.06980	699.45830	-179.61057	2.97162	-87.93442	0.37259	0.03599	0.99931	0.00866	0.99801	-0.03639	0.05156	0.05184	0.00679	-0.99863	
862	8.61000	1136.58091	629.47444	701.02088	-179.78392	2.81262	-87.86075	0.37304	0.03728	0.99929	0.00560	0.99810	-0.03751	0.04889	0.04907	0.00377	-0.99879	
863	8.62000	1135.72138	633.05982	702.56108	-179.45990	2.88811	-87.93932	0.37803	0.03591	0.99929	0.01123	0.99808	-0.03643	0.05001	0.05039	0.00941	-0.99869	
864	8.63000	1134.90048	636.62493	704.06161	-179.55748	2.95901	-87.96084	0.34460	0.03554	0.99932	0.00956	0.99803	-0.03598	0.05131	0.05162	0.00771	-0.99864	
865	8.64000	1133.93406	640.07778	705.72086	-179.78778	2.73993	-88.00242	0.25987	0.03482	0.99938	0.00537	0.99825	-0.03503	0.04764	0.04780	0.00370	-0.99885	
866	8.65000	1132.98741	643.67905	707.14863	-179.58403	2.83050	-88.02802	0.33346	0.03437	0.99937	0.00895	0.99819	-0.03477	0.04910	0.04938	0.00725	-0.99875	
867	8.66000	1132.05340	647.18827	708.66195	-179.75948	2.81030	-88.03542	0.38268	0.03424	0.99940	0.00588	0.99821	-0.03449	0.04886	0.04903	0.00419	-0.99879	
868	8.67000	1131.08638	650.78841	710.22362	-179.72162	2.85334	-88.01917	0.40890	0.03452	0.99938	0.00658	0.99816	-0.03481	0.04958	0.04978	0.00485	-0.99875	
869	8.68000	1130.15534	654.29153	711.71143	-179.80528	2.88351	-88.01263	0.34984	0.03464	0.99939	0.00514	0.99813	-0.03485	0.05016	0.05031	0.00339	-0.99873	
870	8.69000	1129.03561	657.81574	713.33298	-179.65399	2.85027	-88.10461	0.32078	0.03303	0.99942	0.00768	0.99822	-0.03337	0.04950	0.04973	0.00603	-0.99874	
871	8.70000	1127.90107	661.40647	714.88391	-179.77225	2.80266	-88.06870	0.35468	0.03366	0.99942	0.00562	0.99824	-0.03390	0.04873	0.04890	0.00397	-0.99880	
872	8.71000	1126.95966	664.92547	716.26207	-179.60815	3.07007	-88.08917	0.38362	0.03330	0.99941	0.00862	0.99801	-0.03371	0.05330	0.05356	0.00683	-0.99854	
873	8.72000	1125.78473	668.52419	717.90560	-179.47559	3.10812	-88.10100	0.40084	0.03309	0.99939	0.01094	0.99798	-0.03363	0.05389	0.05422	0.00914	-0.99849	
874	8.73000	1124.64616	672.00831	719.47364	-179.65750	2.86497	-88.07150	0.43136	0.03361	0.99941	0.00766	0.99818	-0.03395	0.04975	0.04998	0.00597	-0.99873	
875	8.74000	1123.50209	675.59431	720.97122	-179.56648	2.96448	-88.10782	0.39866	0.03297	0.99941	0.00927	0.99812	-0.03341	0.05144	0.05172	0.00756	-0.99863	
876	8.75000	1122.31275	679.07129	722.56658	-179.70201	3.02715	-88.03522	0.46532	0.03424	0.99939	0.00701	0.99802	-0.03456	0.05260	0.05281	0.00519	-0.99859	
877	8.76000	1121.02302	682.71225	724.16389	-179.43997	3.02684	-88.10856	0.46190	0.03296	0.99939	0.01151	0.99806	-0.03352	0.05245	0.05280	0.00976	-0.99856	
878	8.77000	1119.71699	686.23687	725.78618	-179.48276	3.09915	-88.08318	0.42379	0.03340	0.99938	0.01083	0.99798	-0.03394	0.05373	0.05406	0.00901	-0.99850	
879	8.78000	1118.57542	689.86531	727.29124	-179.61763	2.97446	-88.13099	0.51789	0.03257	0.99943	0.00836	0.99812	-0.03296	0.05164	0.05189	0.00666	-0.99863	
880	8.79000	1117.26894	693.35292	728.80218	-179.62819	2.83578	-88.14444	0.45408	0.03234	0.99944	0.00809	0.99825	-0.03270	0.04924	0.04947	0.00648	-0.99875	
881	8.80000	1115.90426	696.94019	730.52174	-179.56500	2.87386	-88.20041	0.48457	0.03136	0.99947	0.00916	0.99825	-0.03178	0.04987	0.05014	0.00758	-0.99871	
882	8.81000	1114.48956	700.52273	732.14125	-179.58510	2.85132	-88.21244	0.46458	0.03116	0.99948	0.00879	0.99828	-0.03155	0.04949	0.04974	0.00723	-0.99874	
883	8.82000	1113.22390	704.15041	733.52909	-179.49232	2.86130	-88.23104	0.49002	0.03083	0.99947	0.01040	0.99828	-0.03131	0.04962	0.04992	0.00885	-0.99871	
884	8.83000	1111.79322	707.76468	735.17892	-179.49011	2.89052	-88.26770	0.53790	0.03019	0.99949	0.01042	0.99827	-0.03068	0.05013	0.05043	0.00889	-0.99869	
885	8.84000	1110.37224	711.32448	736.83385	-179.46376	2.77672	-88.30170	0.54268	0.02960	0.99950	0.01079	0.99839	-0.03009	0.04814	0.04844	0.00935	-0.99878	
886	8.85000	1108.91257	714.89004	738.44698	-179.40263	2.78577	-88.27402	0.50053	0.03008	0.99948	0.01188	0.99837	-0.03062	0.04826	0.04860	0.01041	-0.99876	
887	8.86000	1107.41903	718.41961	739.98183	-179.68068	2.62558	-88.32051	0.49856	0.02928	0.99955	0.00691	0.99852	-0.02956	0.04563	0.04581	0.00557	-0.99893	
888	8.87000	1106.02231	722.05535	741.52624	-179.45242	2.66359	-88.38102	0.50324	0.02822	0.99954	0.01087	0.99852	-0.02870	0.04618	0.04647	0.00955	-0.99887	
889	8.88000	1104.49077	725.68506	743.19969	-179.45917	2.72731	-88.36112	0.51133	0.02857	0.99953	0.01080	0.99846	-0.02905	0.04729	0.04758	0.00943	-0.99882	
890	8.89000	1102.85013	729.22908	744.94792	-179.49174	2.69438	-88.33110	0.52828	0.02909	0.99952	0.01024	0.99847	-0.02954	0.04673	0.04701	0.00886	-0.99886	
891	8.90000	1101.41006	732.80959	746.28745	-179.47653	2.71768	-88.44932	0.36153	0.02703	0.99958	0.01042	0.99851	-0.02749	0.04715	0.04741	0.00913	-0.99883	
892	8.91000	1099.84838	736.48503	747.97621	-179.37755	2.65489	-88.45244	0.41470	0.02698	0.99956	0.01211	0.99856	-0.02751	0.04601	0.04632	0.01085	-0.99887	
893	8.92000	1098.23014	740.02701	749.64460	-179.38255	2.60495	-88.51216	0.41665	0.02594	0.99959	0.01195	0.99863	-0.02645	0.04515	0.04545	0.01076	-0.99891	
894	8.93000	1096.62033	743.59358	751.23918	-179.35526	2.75768	-88.47967	0.37314	0.02650	0.99957	0.01253	0.99849	-0.02707	0.04779	0.04811	0.01124	-0.99878	
895	8.94000	1094.97446	747.25726	752.81495	-179.42102	2.58896	-88.44247	0.41185	0.02715	0.99957	0.01133	0.99861	-0.02764	0.04488	0.04517	0.01009	-0.99893	
896	8.95000	1093.35933	750.87771	754.42994	-179.26244	2.62657	-88.49941	0.45074	0.02616	0.99956	0.01407	0.99861	-0.02677	0.04547	0.04583	0.01286	-0.99887	
897	8.96000	1091.66214	754.40913	756.09614	-179.19049	2.60862	-88.49211	0.39838	0.02629	0.99954	0.01532	0.99862	-0.02695	0.04512	0.04551	0.01411	-0.99886	
898	8.97000	1089.85399	758.02956	757.83483	-179.36783	2.44449	-88.45477	0.32790	0.02694	0.99956	0.01218	0.99873	-0.02743	0.04234	0.04265	0.01102	-0.99903	
899	8.98000	1088.25730	761.59309	759.44219	-179.28073	2.51055	-88.48135	0.33200	0.02648	0.99956	0.01371	0.99869	-0.02705	0.04345	0.04380	0.01254	-0.99896	
900	8.99000	1086.62073	765.24553	761.07122	-179.05623	2.71234	-88.53687	0.56888	0.02550	0.99952	0.01767	0.99855	-0.02631	0.04688	0.04732	0.01645	-0.99874	
901	9.00000	1084.81462	768.76469	762.80208	-178.92911	2.58713	-88.54094	0.53560	0.02544	0.99948	0.01983	0.99866	-0.02630	0.04464	0.04514	0.01867	-0.99881	
902	9.01000	1083.10145	772.28590	764.48169	-178.96716	2.63107	-88.49892	0.48107	0.02617	0.99947	0.01922	0.99860	-0.02702	0.04541	0.04590	0.01801	-0.99878	
903	9.02000	1081.32942	775.84523	766.18930	-179.12418	2.47997	-88.50542	0.47182	0.02606	0.99953	0.01641	0.99872	-0.02674	0.04285	0.04327	0.01527	-0.99895	
904	9.03000	1079.58009	779.36429	767.89217	-178.98036	2.44650	-88.62550	0.49345	0.02397	0.99954	0.01881	0.99880	-0.02474	0.04224	0.04269	0.01778	-0.99893	
905	9.04000	1077.71720	782.96678	769.46093	-178.91495	2.37088	-88.58679	0.42887	0.02464	0.99950	0.01995	0.99884	-0.02544	0.04088	0.04137	0.01892	-0.99896	
906	9.05000	1075.89858	786.51454	771.27146	-178.92099	2.50099	-88.53518	0.52322	0.02554	0.99947	0.01994	0.99872	-0.02638	0.04313	0.04364	0.01881	-0.99887	
907	9.06000	1074.03055	789.94706	772.88508	-179.02072	2.44708	-88.55779	0.41110	0.02515	0.99952	0.01816	0.99877	-0.02589	0.04225	0.04270	0.01708	-0.99894	
908	9.07000	1072.20251	793.51698	774.59536	-178.88136	2.33728	-88.60185	0.41876	0.02438	0.99949	0.02051	0.99887	-0.02519	0.04029	0.04078	0.01951	-0.99898	
909	9.08000	1070.33369	797.08755	776.32016	-178.88843	2.11677	-88.64001	0.42487	0.02372	0.99951	0.02027	0.99904	-0.02445	0.03646	0.03694	0.01939	-0.99913	
910	9.09000	1068.43775	800.53466	778.03984	-178.76649	2.16063	-88.66408	0.32957	0.02330	0.99948	0.02240	0.99902	-0.02412	0.03718	0.03770	0.02151	-0.99906	
911	9.10000	1066.55091	803.97225	779.80634	-178.70642	2.10578	-88.63003	0.42057	0.02389	0.99944	0.02345	0.99904	-0.02473	0.03618	0.03674	0.02256	-0.99907	
912	9.11000	1064.70160	807.49352	781.45702	-178.65804	2.13167	-88.58730	0.45205	0.02464	0.99940	0.02433	0.99900	-0.02552	0.03660	0.03720	0.02340	-0.99903	
913	9.12000	1062.88550	810.91295	783.19209	-178.45026	2.15551	-88.64136	0.48950	0.02369	0.99933	0.02793	0.99901	-0.02472	0.03695	0.03761	0.02703	-0.99893	
914	9.13000	1060.91544	814.29932	785.02051	-178.42360	2.14205	-88.67319	0.50908	0.02314	0.99933	0.02837	0.99903	-0.02417	0.03672	0.03738	0.02749	-0.99892	
915	9.14000	1059.09272	817.76623	786.71384	-178.39928	2.12072	-88.62397	0.46462	0.02400	0.99930	0.02881	0.99903	-0.02504	0.03631	0.03701	0.02792	-0.99893	
916	9.15000	1057.07897	821.07806	788.46978	-178.32892	2.11012	-88.65417	0.47141	0.02347	0.99927	0.03002	0.99905	-0.02455	0.03611	0.03682	0.02914	-0.99890	
917	9.16000	1055.21062	824.48683	790.20589	-178.34479	1.94615	-88.71545	0.52785	0.02240	0.99931	0.02964	0.99917	-0.02339	0.03329	0.03396	0.02887	-0.99901	
918	9.17000	1053.26306	827.87350	791.93720	-178.28879	2.00162	-88.64484	0.50029	0.02364	0.99925	0.03068	0.99911	-0.02468	0.03420	0.03493	0.02984	-0.99894	
919	9.18000	1051.29089	831.20258	793.64296	-178.24202	2.09056	-88.64162	0.43576	0.02369	0.99922	0.03153	0.99905	-0.02481	0.03572	0.03648	0.03066	-0.99886	
920	9.19000	1049.29374	834.59303	795.49574	-178.37398	1.83184	-88.63836	0.46899	0.02375	0.99929	0.02913	0.99921	-0.02466	0.03127	0.03197	0.02836	-0.99909	
921	9.20000	1047.35318	837.81446	797.20918	-178.13835	1.94680	-88.69553	0.42440	0.02275	0.99919	0.03325	0.99916	-0.02386	0.03321	0.03397	0.03247	-0.99890	
922	9.21000	1045.38343	841.11622	798.96617	-178.20706	1.80343	-88.70338	0.45869	0.02262	0.99923	0.03199	0.99925	-0.02360	0.03074	0.03147	0.03127	-0.99902	
923	9.22000	1043.48490	844.39111	800.79915	-178.26567	1.92405	-88.73526	0.44697	0.02206	0.99928	0.03100	0.99919	-0.02308	0.03288	0.03357	0.03025	-0.99898	
924	9.23000	1041.47551	847.61598	802.60543	-178.39865	1.73319	-88.62532	0.41979	0.02398	0.99930	0.02866	0.99925	-0.02483	0.02955	0.03025	0.02793	-0.99915	
925	9.24000	1039.54880	850.81302	804.33886	-178.08746	1.84977	-88.76579	0.45420	0.02153	0.99919	0.03406	0.99925	-0.02260	0.03153	0.03228	0.03336	-0.99892	
926	9.25000	1037.54531	854.03525	806.09823	-178.09042	1.77260	-88.71448	0.43034	0.02242	0.99917	0.03401	0.99927	-0.02345	0.03016	0.03093	0.03331	-0.99897	
927	9.26000	1035.46134	857.25420	807.98127	-177.98338	1.98858	-88.59851	0.45094	0.02444	0.99905	0.03603	0.99910	-0.02566	0.03381	0.03470	0.03517	-0.99878	
928	9.27000	1033.62355	860.38448	809.74540	-177.94543	1.95419	-88.66842	0.50934	0.02322	0.99906	0.03663	0.99915	-0.02445	0.03324	0.03410	0.03583	-0.99878	
929	9.28000	1031.67055	863.49842	811.51961	-177.69998	1.96365	-88.68417	0.50857	0.02295	0.99890	0.04091	0.99915	-0.02432	0.03331	0.03427	0.04011	-0.99861	
930	9.29000	1029.66197	866.64822	813.24997	-177.73755	1.96863	-88.75326	0.54539	0.02175	0.99895	0.04021	0.99917	-0.02310	0.03346	0.03435	0.03945	-0.99863	
931	9.30000	1027.57287	869.70834	815.16889	-177.84935	1.74565	-88.65461	0.52742	0.02347	0.99899	0.03823	0.99926	-0.02461	0.02955	0.03046	0.03751	-0.99883	
932	9.31000	1025.60888	872.77752	816.86454	-177.73523	1.89520	-88.66901	0.40596	0.02322	0.99892	0.04027	0.99918	-0.02452	0.03212	0.03307	0.03950	-0.99867	
933	9.32000	1023.57948	875.81293	818.79629	-177.67143	1.86501	-88.70568	0.45470	0.02258	0.99889	0.04135	0.99922	-0.02389	0.03159	0.03254	0.04061	-0.99864	
934	9.33000	1021.61566	878.84271	820.56592	-177.71555	1.77002	-88.71220	0.42297	0.02246	0.99893	0.04054	0.99927	-0.02369	0.02996	0.03089	0.03984	-0.99873	
935	9.34000	1019.56555	881.76460	822.33922	-177.67366	1.77083	-88.69930	0.39723	0.02269	0.99889	0.04128	0.99926	-0.02393	0.02995	0.03090	0.04057	-0.99870	
936	9.35000	1017.51152	884.65863	824.24366	-177.84911	1.78308	-88.64612	0.38966	0.02362	0.99899	0.03826	0.99924	-0.02478	0.03020	0.03112	0.03751	-0.99881	
937	9.36000	1015.62416	887.57700	826.17916	-177.68338	1.95482	-88.70407	0.50771	0.02260	0.99890	0.04118	0.99916	-0.02398	0.03316	0.03411	0.04040	-0.99860	
938	9.37000	1013.55947	890.46638	827.95798	-177.65489	1.76842	-88.74036	0.44021	0.02197	0.99889	0.04159	0.99928	-0.02323	0.02993	0.03086	0.04090	-0.99869	
939	9.38000	1011.51682	893.37026	829.82942	-177.59204	1.97070	-88.74350	0.45052	0.02192	0.99885	0.04276	0.99917	-0.02335	0.03343	0.03439	0.04199	-0.99853	
940	9.39000	1009.46284	896.09830	831.67651	-177.60571	2.16739	-88.58802	0.36372	0.02462	0.99878	0.04269	0.99898	-0.02620	0.03675	0.03782	0.04175	-0.99841	
941	9.40000	1007.49412	898.93810	833.59870	-177.38977	2.21243	-88.73690	0.53000	0.02203	0.99868	0.04638	0.99901	-0.02378	0.03755	0.03860	0.04551	-0.99822	
942	9.41000	1005.38004	901.76034	835.32443	-177.43391	1.95802	-88.66835	0.45770	0.02323	0.99869	0.04555	0.99915	-0.02475	0.03308	0.03417	0.04475	-0.99841	
