Timestamp,x,y,z,vx,vy,vz,Yaw,ref x,ref y,ref z,ref vx,ref vy,ref vz,Thrust controller,Roll controller,Pitch controller,Roll drone,Pitch drone,Yaw drone,Thrust drone,
2808327,0.8907585740089417,0.9794731140136719,0.8379009962081909,-0.35018083453178406,0.10656876116991043,0.028086083009839058,0,1.1,1.012,1.12121,0,0,0,2.3630384675323,0.02276272731298894,-0.04634460472963975,1.3042082052414312,-2.6553502542103913,0,45767,
2808527,0.8113270401954651,1.0117748975753784,0.8776655793190002,-0.46790066361427307,0.13651727139949799,0.18808288872241974,0,1.076,1.052,1.15152,0,0,0,2.30910623685092,0.03601575074672575,-0.031146038263729914,2.0635505137825287,-1.7845365410646945,0,44722,
2808727,0.6729316711425781,1.0540069341659546,0.9464586973190308,-0.7298064231872559,0.15588484704494476,0.3452737331390381,0,1.042,1.081,1.18182,0,0,0,2.24657180515473,0.05001458328729244,0.015367299448160125,2.8656245364674,0.8804814008932942,0,43511,
2808827,0.5923225283622742,1.0695923566818237,0.9716154336929321,-0.7909874320030212,0.138910710811615,0.3253838121891022,0,0.998,1.101,1.21212,0,0,0,2.244635223879543,0.05349879490994816,0.024542153689713634,3.0652551573760007,1.406161826582012,0,43474,
2809027,0.42979931831359863,1.090962290763855,1.0328501462936401,-0.8189849853515625,0.07016218453645706,0.2786434292793274,0,0.944,1.11,1.24242,0,0,0,2.238690355649722,0.04962895564711686,0.03954803626905973,2.8435297002217492,2.2659355662474288,0,43358,
2809227,0.26837870478630066,1.0960606336593628,1.0826876163482666,-0.790277898311615,-0.020936354994773865,0.21730035543441772,0,0.879,1.11,1.27273,0,0,0,2.2382571527808857,0.03998792791333254,0.045720642116425236,2.2911395009073314,2.619599829899246,0,43350,
2809327,0.1906718760728836,1.0916167497634888,1.1030603647232056,-0.7630413770675659,-0.06784898787736893,0.1872711032629013,0,0.805,1.102,1.30303,0,0,0,2.236353616710635,0.036802678882433916,0.042052140879790666,2.1086381747387044,2.4094101919015616,0,43313,
2809527,0.21422362327575684,1.0332015752792358,1.2532142400741577,-0.32683584094047546,-0.2529259920120239,0.2919623553752899,0,0.722,1.087,1.33333,0,0,0,2.161792242473262,0.003783340236805921,-0.04546771224018067,0.2167694280310047,-2.605108015477666,0,41869,
2809733,0.04768875613808632,0.7907286286354065,1.3401213884353638,-0.41270676255226135,-0.6349824666976929,0.1544121354818344,0,0.631,1.065,1.36364,0,0,0,2.171531725480245,-0.08671167742070526,-0.01642281935018471,-4.968213150706248,-0.9409582364713651,0,42058,
2809929,-0.015589181333780289,0.7073668241500854,1.376717209815979,-0.49256089329719543,-0.6484122276306152,0.20600339770317078,0,0.533,1.04,1.39394,0,0,0,2.1398043597273535,-0.09279292579762649,-0.002661183277465042,-5.3166430168746155,-0.15247457030953881,0,41443,
2810027,-0.033287566155195236,0.728604793548584,1.3539390563964844,-0.42757299542427063,-0.3858388066291809,0.04425356909632683,0,0.429,1.013,1.42424,0,0,0,2.1803806133901236,-0.03890745225013522,-0.019606161871304373,-2.2292328055395263,-1.1233503276760568,0,42229,
2810227,-0.07097373157739639,0.7495079040527344,1.3118634223937988,-0.35015225410461426,-0.09738076478242874,-0.1556585133075714,0,0.322,0.984,1.45455,0,0,0,2.240433280974988,0.01880568160348156,-0.03354471238698104,1.077486186746308,-1.9219704447542274,0,43392,
2810427,0.031150348484516144,1.0571353435516357,1.115876317024231,0.004713815171271563,0.7015324831008911,-0.6676148176193237,0,0.211,0.955,1.48485,0,0,0,2.463193031601583,0.17453293348640442,-0.10046016707752203,10.00000047480849,-5.755943582721113,0,47707,
2810628,-0.01568026654422283,1.118618369102478,1.013601541519165,-0.2154655158519745,0.489661306142807,-0.508405864238739,0,0.1,0.926,1.5,0,0,0,2.4268721615804347,0.16829281478518937,-0.06689747768027884,9.64246800956821,-3.8329431311506026,0,47003,
2810828,-0.08186300098896027,1.2134239673614502,0.9420810341835022,-0.3850623071193695,0.2769068479537964,-0.38671746850013733,0,-0.012,0.899,1.4697,0,0,0,2.3982854342388746,0.15906757037701746,-0.036992376452743614,9.113900440003297,-2.1195070449013365,0,46449,
2811028,-0.25288915634155273,1.049458384513855,0.9150243401527405,-0.7105120420455933,-0.5680646300315857,-0.27297303080558777,0,-0.123,0.872,1.43939,0,0,0,2.3475656552132604,0.01919336979067376,0.03323284899538783,1.0996990836394989,1.9041019886313006,0,45467,
2811127,-0.3303022086620331,0.998164176940918,0.8924700617790222,-0.7824339270591736,-0.7002483010292053,-0.20713382959365845,0,-0.231,0.845,1.40909,0,0,0,2.3284754235909992,0.002777095620585483,0.05323388699501117,0.15911585836381237,3.0500770518905007,0,45097,
2811329,-0.44058236479759216,0.8945742249488831,0.8993262052536011,-0.654479444026947,-0.6579897999763489,-0.012754400260746479,0,-0.335,0.818,1.37879,0,0,0,2.2637213779022614,0.007020585916912,0.047845424762539605,0.4022499427480408,2.7413409079042386,0,43843,
2811429,-0.5002800822257996,0.8357495069503784,0.8964542746543884,-0.6018366813659668,-0.6542645692825317,-0.0020858030766248703,0,-0.434,0.791,1.34848,0,0,0,2.25354096871101,0.010907626221323317,0.04675378383941408,0.624960946988056,2.6787944902653806,0,43646,
2811627,-0.609458327293396,0.7165964245796204,0.8900304436683655,-0.49496912956237793,-0.6172370314598083,-0.03449450060725212,0,-0.526,0.761,1.31818,0,0,0,2.2561297933032805,0.0123885111745527,0.04360216163108183,0.7098094047525281,2.4982198391082426,0,43696,
2811727,-0.6495952606201172,0.6696711182594299,0.8842348456382751,-0.4011806845664978,-0.5432325005531311,-0.06594226509332657,0,-0.61,0.728,1.28788,0,0,0,2.2584652825982876,0.028908371173786408,0.03360453409407514,1.6563276608556108,1.925397976093987,0,43741,
2811927,-0.7222878932952881,0.583286464214325,0.8651363253593445,-0.33918923139572144,-0.4661935865879059,-0.1066780835390091,0,-0.684,0.69,1.25758,0,0,0,2.267587181099367,0.04067235233495099,0.0335146887518381,2.330354131661751,1.920250217174896,0,43918,
2812129,-0.7683377861976624,0.45817628502845764,0.8649451732635498,-0.21989811956882477,-0.667452335357666,-0.03831735625863075,0,-0.749,0.647,1.22727,0,0,0,2.2383630451115346,0.0028845283603977433,0.02119691924466549,0.165271300936582,1.2144940113989655,0,43352,
2812229,-0.8031116127967834,0.39680013060569763,0.8514552712440491,-0.2481052130460739,-0.6405356526374817,-0.08275149017572403,0,-0.803,0.597,1.19697,0,0,0,2.2470076023169,0.009758483017768051,0.03154054762115959,0.5591198913681964,1.807140262223833,0,43520,
2812428,-0.86298668384552,0.28507688641548157,0.8175919055938721,-0.2628737986087799,-0.5787870287895203,-0.1693340241909027,0,-0.846,0.54,1.16667,0,0,0,2.273038997321136,0.015451363272423902,0.04294712546696176,0.8852979032333381,2.4606890314757237,0,44024,
2812529,-0.9222776293754578,0.2113470584154129,0.7740885615348816,-0.30051925778388977,-0.6202564835548401,-0.2474427968263626,0,-0.88,0.476,1.13636,0,0,0,2.2994770383711995,0.008912685924461278,0.0580546838980634,0.5106592875972857,3.326288368325131,0,44536,
2812727,-0.9793273210525513,0.08458748459815979,0.7274770140647888,-0.2560495138168335,-0.6469992995262146,-0.23973619937896729,0,-0.903,0.405,1.10606,0,0,0,2.3017622426364985,-0.0027867449577761937,0.06059610400077716,-0.1596687246599387,3.4719010141803337,0,44580,
2812827,-0.9936519265174866,0.016705388203263283,0.6997349262237549,-0.16239534318447113,-0.6831294298171997,-0.26418060064315796,0,-0.917,0.328,1.07576,0,0,0,2.307182808027266,-0.008814714327615712,0.04996710694401393,-0.5050459285858776,2.8629043423708267,0,44685,
2813027,-1.0215630531311035,-0.11488475650548935,0.6470965147018433,-0.06438696384429932,-0.6627731323242188,-0.24768029153347015,0,-0.923,0.244,1.04545,0,0,0,2.3079904843369383,-0.01512179571122214,0.041284958371206916,-0.8664150729120577,2.365453872043454,0,44701,
2813127,-1.0282509326934814,-0.18045392632484436,0.626236081123352,-0.02962729148566723,-0.6715233325958252,-0.24009127914905548,0,-0.922,0.155,1.01515,0,0,0,2.3034033928725415,-0.01820375676143085,0.04079094264111,-1.0429984337127236,2.3371488556958266,0,44612,
2813327,-1.0354893207550049,-0.3144194185733795,0.5792174935340881,0.03253145515918732,-0.657689094543457,-0.23642604053020477,0,-0.917,0.062,0.984848,0,0,0,2.3068424852520724,-0.02763822877637229,0.03665390209713128,-1.5835538621031537,2.1001138928513394,0,44678,
2813427,-1.0373884439468384,-0.3763650059700012,0.5575482845306396,0.045412663370370865,-0.6102885007858276,-0.21441906690597534,0,-0.909,-0.035,0.954545,0,0,0,2.2983242115149793,-0.023142820155342424,0.040857554443430366,-1.3259859209314173,2.3409654308345433,0,44513,
2813627,-1.0266518592834473,-0.5052403807640076,0.5253217816352844,0.10135208815336227,-0.6408852934837341,-0.2275962233543396,0,-0.9,-0.133,0.924242,0,0,0,2.3033078623486416,-0.040899702243939774,0.038075716023376165,-2.3433803219194917,2.1815778300780964,0,44610,
2813827,-1.0179671049118042,-0.6343846321105957,0.4818665087223053,0.08921848237514496,-0.6467949748039246,-0.2468777745962143,0,-0.891,-0.231,0.893939,0,0,0,2.3140824676444995,-0.055367026246144695,0.047175234134187984,-3.172296928094149,2.7029418134304697,0,44819,
2813927,-1.0077588558197021,-0.675154983997345,0.42037105560302734,0.1221584901213646,-0.49502474069595337,-0.2832866907119751,0,-0.883,-0.329,0.863636,0,0,0,2.3310935580719443,-0.03355403213729117,0.04948072088371899,-1.9225044271131133,2.835036473901931,0,45148,
2814127,-0.9823744893074036,-0.7501596808433533,0.3600771129131317,0.1647489368915558,-0.35696151852607727,-0.28585460782051086,0,-0.877,-0.425,0.833333,0,0,0,2.338982410426583,-0.01963199300011956,0.0492561990728397,-1.124830342337226,2.822172321729913,0,45301,
2814227,-0.9686933159828186,-0.7863286137580872,0.3334892690181732,0.17738956212997437,-0.3391924202442169,-0.28274503350257874,0,-0.872,-0.518,0.80303,0,0,0,2.3378112066716614,-0.020404842360630775,0.055768500234619094,-1.1691113488939031,3.1952996932180153,0,45278,
2814427,-0.9321139454841614,-0.8485523462295532,0.2763141095638275,0.230173259973526,-0.2700054943561554,-0.27561625838279724,0,-0.869,-0.607,0.772727,0,0,0,2.3426298709958298,-0.016998573285132827,0.053590576514889646,-0.9739465069819419,3.0705138559760847,0,45372,
2814627,-0.8738491535186768,-0.9542844295501709,0.28629356622695923,0.3621199131011963,-0.4310959577560425,-0.1833469271659851,0,-0.866,-0.691,0.742424,0,0,0,2.307368170771549,-0.05711873557124561,0.037920206071016184,-3.272662479356141,2.172667766135589,0,44689,
2814727,-0.8326002359390259,-0.9948049783706665,0.2572280466556549,0.43085891008377075,-0.40835288166999817,-0.18540464341640472,0,-0.862,-0.769,0.712121,0,0,0,2.3074936649575633,-0.05900796886332701,0.03318418939472523,-3.380907573508011,1.9013139988805412,0,44691,
2814927,-0.7339735627174377,-1.0653284788131714,0.2098352462053299,0.5300119519233704,-0.30393195152282715,-0.2103978544473648,0,-0.855,-0.84,0.681818,0,0,0,2.317429735956088,-0.051772473225120394,0.016913841557372505,-2.9663442107534563,0.969091736590424,0,44883,
2815127,-0.6155118346214294,-1.1180042028427124,0.15853750705718994,0.6259045600891113,-0.20830926299095154,-0.23716241121292114,0,-0.844,-0.903,0.651515,0,0,0,2.329282338179479,-0.04378674885535603,-0.0007894007589044075,-2.508795908011189,-0.045229331829646786,0,45113,
2815230,-0.550528347492218,-1.1350611448287964,0.13092534244060516,0.6495132446289062,-0.15102775394916534,-0.2620573937892914,0,-0.825,-0.958,0.621212,0,0,0,2.335313189331689,-0.03749911739680555,-0.0005831597569425314,-2.1485411623025605,-0.033412592854681955,0,45230,
2815427,-0.4137762486934662,-1.1521016359329224,0.07653679698705673,0.6823803782463074,-0.03958752006292343,-0.20702065527439117,0,-0.797,-1.003,0.590909,0,0,0,2.3249485137221093,-0.022837424210124645,-0.013687027582561264,-1.30848802219003,-0.7842089145599064,0,45029,
2815627,-0.2687210440635681,-1.1400140523910522,0.05155402049422264,0.7182090878486633,0.13087740540504456,-0.004094728268682957,0,-0.759,-1.04,0.560606,0,0,0,2.2662391993250255,0.005461753509367083,-0.029157245174170968,0.31293542482750003,-1.6705870907081832,0,43892,
